OrderNo,Order ID,Order Date,Customer ID,Product ID,Quantity
379,JEH-37276-048,2021-06-30,80896-38819-DW,A-L-0.5,3
380,VYD-28555-589,2019-08-13,29814-01459-RC,R-L-0.5,6
381,WUG-76466-650,2021-02-22,43439-94003-DW,L-D-0.5,3
382,RJV-08261-583,2022-03-26,48497-29281-FE,A-D-0.2,5
383,PMR-56062-609,2020-01-10,43605-12616-YH,E-D-0.5,3
384,XLD-12920-505,2019-05-01,21907-75962-VB,E-L-0.5,6
385,UBW-50312-037,2020-02-09,69503-12127-YD,A-L-2.5,4
386,QAW-05889-019,2021-12-29,68810-07329-EU,L-M-0.5,5
387,EPT-12715-397,2020-09-09,08478-75251-OG,A-D-0.2,6
388,DHT-93810-053,2021-09-16,17005-82030-EA,E-L-1,5
389,DMY-96037-963,2020-10-26,42179-95059-DO,L-D-0.2,3
390,MBM-55936-917,2019-03-12,55989-39849-WO,L-D-0.5,3
391,TPA-93614-840,2021-02-18,28932-49296-TM,E-D-0.5,2
392,WDM-77521-710,2020-10-29,86144-10144-CB,A-M-0.5,2
393,EIP-19142-462,2021-09-06,60973-72562-DQ,E-L-1,6
394,EIP-19142-462,2021-09-06,60973-72562-DQ,A-L-0.2,1
395,ZZL-76364-387,2020-09-09,11263-86515-VU,R-L-2.5,4
396,GMF-18638-786,2021-09-26,60004-62976-NI,L-D-0.5,6
397,TDJ-20844-787,2020-11-05,77876-28498-HI,A-L-0.5,5
398,BWK-39400-446,2019-09-12,61302-06948-EH,L-D-0.5,4
399,LCB-02099-995,2019-07-31,06757-96251-UH,A-D-0.2,6
400,UBA-43678-174,2019-03-15,44530-75983-OD,E-D-2.5,6
401,UDH-24280-432,2021-05-16,44865-58249-RY,L-L-1,4
402,IDQ-20193-502,2019-05-06,36021-61205-DF,L-M-0.2,2
403,DJG-14442-608,2019-02-06,75716-12782-SS,R-D-1,3
404,DWB-61381-370,2021-04-09,11812-00461-KH,L-L-0.2,2
405,FRD-17347-990,2020-05-20,46681-78850-ZW,A-D-1,4
406,YPP-27450-525,2020-12-02,01932-87052-KO,E-M-0.5,3
407,EFC-39577-424,2021-08-08,16046-34805-ZF,E-M-1,5
408,LAW-80062-016,2022-02-03,34546-70516-LR,E-M-0.5,6
409,WKL-27981-758,2022-04-08,73699-93557-FZ,A-M-2.5,2
410,VRT-39834-265,2021-01-07,86686-37462-CK,L-L-1,3
411,QTC-71005-730,2021-09-02,14298-02150-KH,A-L-0.2,4
412,TNX-09857-717,2021-11-04,48675-07824-HJ,L-M-1,6
413,JZV-43874-185,2021-08-02,18551-80943-YQ,A-M-1,5
414,ICF-17486-106,2020-01-27,19196-09748-DB,L-L-2.5,1
415,BMK-49520-383,2019-12-03,72233-08665-IP,R-L-0.2,3
416,HTS-15020-632,2019-08-06,53817-13148-RK,R-M-0.2,3
417,YLE-18247-749,2020-03-11,92227-49331-QR,A-L-0.5,3
418,KJJ-12573-591,2021-09-18,12997-41076-FQ,A-L-2.5,1
419,RGU-43561-950,2020-11-07,44220-00348-MB,A-L-2.5,5
420,JSN-73975-443,2022-06-27,93047-98331-DD,L-M-0.5,1
421,WNR-71736-993,2020-02-05,16880-78077-FB,L-D-0.5,4
422,WNR-71736-993,2020-02-05,16880-78077-FB,A-D-2.5,6
423,HNI-91338-546,2020-02-07,67285-75317-XI,A-D-0.5,5
424,CYH-53243-218,2020-12-18,88167-57964-PH,R-M-0.5,3
425,SVD-75407-177,2021-08-23,16106-36039-QS,E-L-0.5,3
426,NVN-66443-451,2021-08-20,98921-82417-GN,R-D-1,2
427,JUA-13580-095,2019-04-01,55265-75151-AK,R-L-0.2,4
428,ACY-56225-839,2021-01-28,47386-50743-FG,A-M-2.5,3
429,QBB-07903-622,2019-10-21,32622-54551-UC,R-L-1,5
430,JLJ-81802-619,2021-06-20,16880-78077-FB,A-L-1,6
431,HFT-77191-168,2021-11-04,48419-02347-XP,R-D-0.2,2
432,SZR-35951-530,2021-04-05,14121-20527-OJ,E-D-2.5,3
433,IKL-95976-565,2019-12-09,53486-73919-BQ,A-M-1,2
434,XEY-48929-474,2022-01-02,21889-94615-WT,L-M-2.5,6
435,SQT-07286-736,2019-12-08,87726-16941-QW,A-M-1,6
436,QDU-45390-361,2021-11-28,03677-09134-BC,E-M-0.5,1
437,RUJ-30649-712,2022-03-11,93224-71517-WV,L-L-0.2,2
438,WSV-49732-075,2021-01-17,76263-95145-GJ,L-D-2.5,1
439,VJF-46305-323,2019-01-18,68555-89840-GZ,L-D-0.5,2
440,CXD-74176-600,2019-04-07,70624-19112-AO,E-L-0.5,4
441,ADX-50674-975,2021-02-03,58916-61837-QH,A-M-2.5,4
442,RRP-51647-420,2019-04-18,89292-52335-YZ,E-D-1,3
443,PKJ-99134-523,2021-07-07,77284-34297-YY,R-L-0.5,5
444,FZQ-29439-457,2021-02-23,50449-80974-BZ,E-L-0.2,5
445,USN-68115-161,2021-08-10,08120-16183-AW,E-M-0.2,6
446,IXU-20263-532,2019-11-15,68044-89277-ML,L-M-2.5,2
447,CBT-15092-420,2019-12-17,71364-35210-HS,L-M-0.5,1
448,PKQ-46841-696,2020-03-18,37177-68797-ON,R-M-0.5,3
449,XDU-05471-219,2022-06-06,60308-06944-GS,R-L-0.5,1
450,NID-20149-329,2021-05-20,49888-39458-PF,R-D-0.2,2
451,SVU-27222-213,2021-01-11,60748-46813-DZ,L-L-0.2,5
452,RWI-84131-848,2019-02-22,16385-11286-NX,R-D-2.5,2
453,GUU-40666-525,2021-11-24,68555-89840-GZ,A-L-0.2,3
454,SCN-51395-066,2022-01-18,72164-90254-EJ,L-L-0.5,4
455,ULA-24644-321,2021-08-13,67010-92988-CT,R-D-2.5,4
456,EOL-92666-762,2020-01-11,15776-91507-GT,L-L-0.2,2
457,AJV-18231-334,2020-07-05,23473-41001-CD,R-D-2.5,2
458,ZQI-47236-301,2019-07-25,23446-47798-ID,L-L-0.5,5
459,ZCR-15721-658,2022-05-26,28327-84469-ND,A-M-1,4
460,QEW-47945-682,2020-01-10,42466-87067-DT,L-L-0.2,5
461,PSY-45485-542,2019-05-17,62246-99443-HF,R-D-0.5,3
462,BAQ-74241-156,2020-07-24,99869-55718-UU,R-D-0.2,4
463,BVU-77367-451,2020-10-20,77421-46059-RY,A-D-1,5
464,TJE-91516-344,2019-09-22,49894-06550-OQ,E-M-1,2
465,LIS-96202-702,2020-06-07,72028-63343-SU,L-D-2.5,4
466,VIO-27668-766,2019-12-15,10074-20104-NN,R-D-2.5,1
467,ZVG-20473-043,2020-12-06,71769-10219-IM,A-D-0.2,3
468,KGZ-56395-231,2021-12-06,22221-71106-JD,A-D-0.5,1
469,CUU-92244-729,2020-07-11,99735-44927-OL,E-M-1,3
470,EHE-94714-312,2021-06-28,27132-68907-RC,E-L-0.2,5
471,RTL-16205-161,2022-04-05,90440-62727-HI,A-M-0.5,1
472,GTS-22482-014,2022-03-24,36769-16558-SX,L-M-2.5,4
473,DYG-25473-881,2020-02-08,10138-31681-SD,A-D-0.2,2
474,HTR-21838-286,2022-02-11,24669-76297-SF,A-L-1,2
475,KYG-28296-920,2020-07-02,78050-20355-DI,E-M-2.5,1
476,NNB-20459-430,2022-07-25,79825-17822-UH,L-M-0.2,2
477,FEK-14025-351,2021-03-19,03990-21586-MQ,E-L-0.2,6
478,AWH-16980-469,2020-05-11,27493-46921-TZ,L-M-0.2,6
479,ZPW-31329-741,2019-06-08,27132-68907-RC,R-D-1,6
480,ZPW-31329-741,2019-06-08,27132-68907-RC,E-M-2.5,4
481,ZPW-31329-741,2019-06-08,27132-68907-RC,E-M-0.2,1
482,UBI-83843-396,2019-10-09,58816-74064-TF,R-L-1,2
483,VID-40587-569,2021-02-20,09818-59895-EH,E-D-2.5,5
484,KBB-52530-416,2019-11-21,06488-46303-IZ,L-D-2.5,2
485,ISJ-48676-420,2021-10-10,93046-67561-AY,L-L-0.5,6
486,MIF-17920-768,2021-08-05,68946-40750-LK,R-L-0.2,6
487,CPX-19312-088,2020-07-31,38387-64959-WW,L-M-0.5,6
488,RXI-67978-260,2020-09-19,48418-60841-CC,E-D-1,6
489,LKE-14821-285,2020-05-03,13736-92418-JS,R-M-0.2,5
490,LRK-97117-150,2019-07-08,33000-22405-LO,L-L-1,6
491,IGK-51227-573,2019-10-26,46959-60474-LT,L-D-0.5,2
492,ZAY-43009-775,2020-09-27,73431-39823-UP,L-D-0.2,6
493,EMA-63190-618,2022-02-28,90993-98984-JK,E-M-0.2,1
494,FBI-35855-418,2020-09-16,06552-04430-AG,R-M-0.5,6
495,TXB-80533-417,2020-10-28,54597-57004-QM,L-L-1,2
496,MBM-00112-248,2019-09-02,50238-24377-ZS,L-L-1,5
497,EUO-69145-988,2021-08-30,60370-41934-IF,E-D-0.2,3
498,GYA-80327-368,2021-06-04,06899-54551-EH,A-D-1,4
499,TNW-41601-420,2020-11-24,66458-91190-YC,R-M-1,5
500,ALR-62963-723,2020-06-21,80463-43913-WZ,R-D-0.2,3
501,JIG-27636-870,2020-07-13,67204-04870-LG,R-L-1,4
502,CTE-31437-326,2019-01-02,22721-63196-UJ,R-M-0.2,4
503,CTE-31437-326,2019-01-02,22721-63196-UJ,E-M-0.2,4
504,CTE-31437-326,2019-01-02,22721-63196-UJ,L-D-1,4
505,CTE-31437-326,2019-01-02,22721-63196-UJ,L-L-0.2,3
506,SLD-63003-334,2022-02-17,55515-37571-RS,L-M-0.2,6
507,BXN-64230-789,2020-12-19,25598-77476-CB,A-L-1,2
508,XEE-37895-169,2019-02-20,14888-85625-TM,A-L-2.5,3
509,ZTX-80764-911,2021-01-14,92793-68332-NR,L-D-0.5,6
510,WVT-88135-549,2019-11-16,66458-91190-YC,A-D-1,3
511,IPA-94170-889,2019-12-04,64439-27325-LG,R-L-0.2,3
512,YQL-63755-365,2020-07-31,78570-76770-LB,A-M-0.2,4
513,RKW-81145-984,2019-03-11,98661-69719-VI,L-L-1,3
514,MBT-23379-866,2022-05-10,82990-92703-IX,L-L-1,5
515,GEJ-39834-935,2021-12-25,49412-86877-VY,L-M-0.2,6
516,KRW-91640-596,2022-04-22,70879-00984-FJ,R-L-0.5,3
517,AOT-70449-651,2022-06-11,53414-73391-CR,R-D-2.5,5
518,DGC-21813-731,2022-04-27,43606-83072-OA,L-D-0.2,2
519,JBE-92943-643,2020-12-29,84466-22864-CE,E-D-2.5,5
520,ZIL-34948-499,2020-07-14,66458-91190-YC,A-D-0.5,2
521,JSU-23781-256,2021-09-07,76499-89100-JQ,L-D-0.2,1
522,JSU-23781-256,2021-09-07,76499-89100-JQ,R-M-1,4
523,VPX-44956-367,2019-06-09,39582-35773-ZJ,R-M-0.5,5
524,VTB-46451-959,2020-10-25,66240-46962-IO,L-D-2.5,1
525,DNZ-11665-950,2021-02-28,10637-45522-ID,L-L-2.5,2
526,ITR-54735-364,2020-07-26,92599-58687-CS,R-D-0.2,5
527,YDS-02797-307,2022-06-05,06058-48844-PI,E-M-2.5,4
528,BPG-68988-842,2019-02-21,53631-24432-SY,E-M-0.5,5
529,XZG-51938-658,2020-04-05,18275-73980-KL,E-L-0.5,6
530,KAR-24978-271,2019-01-10,23187-65750-HZ,R-M-1,6
531,FQK-28730-361,2022-04-12,22725-79522-GP,R-M-1,6
532,BGB-67996-089,2022-01-30,06279-72603-JE,R-D-1,5
533,XMC-20620-809,2021-05-14,83543-79246-ON,E-M-0.5,2
534,ZSO-58292-191,2022-06-12,66794-66795-VW,R-D-0.5,4
535,LWJ-06793-303,2022-01-02,95424-67020-AP,R-M-2.5,2
536,FLM-82229-989,2022-01-24,73017-69644-MS,L-L-0.2,2
537,CPV-90280-133,2019-03-20,66458-91190-YC,R-D-0.2,3
538,OGW-60685-912,2020-11-21,67423-10113-LM,E-D-2.5,4
539,DEC-11160-362,2021-10-13,48582-05061-RY,R-D-0.2,4
540,WCT-07869-499,2021-10-19,32031-49093-KE,R-D-0.5,5
541,FHD-89872-325,2019-04-29,31715-98714-OO,L-L-1,4
542,AZF-45991-584,2019-10-12,73759-17258-KA,A-D-2.5,1
543,MDG-14481-513,2021-05-19,64897-79178-MH,A-M-2.5,4
544,OFN-49424-848,2021-07-03,73346-85564-JB,R-L-2.5,2
545,NFA-03411-746,2020-02-08,07476-13102-NJ,A-L-0.5,2
546,CYM-74988-450,2020-10-16,87223-37422-SK,L-D-0.2,4
547,WTV-24996-658,2020-10-23,57837-15577-YK,E-D-2.5,3
548,DSL-69915-544,2021-03-10,10142-55267-YO,R-L-0.2,3
549,NBT-35757-542,2021-07-07,73647-66148-VM,E-L-0.2,3
550,OYU-25085-528,2021-02-05,10142-55267-YO,E-L-0.2,4
551,XCG-07109-195,2020-12-11,92976-19453-DT,L-D-0.2,6
552,YZA-25234-630,2022-05-13,89757-51438-HX,E-D-0.2,2
553,OKU-29966-417,2019-10-23,76192-13390-HZ,E-L-0.2,4
554,MEX-29350-659,2020-09-11,02009-87294-SY,E-M-1,5
555,NOY-99738-977,2019-09-29,82872-34456-LJ,R-L-2.5,2
556,TCR-01064-030,2021-03-03,13181-04387-LI,E-M-1,6
557,YUL-42750-776,2021-11-23,24845-36117-TI,L-M-0.2,2
558,XQJ-86887-506,2021-11-06,66458-91190-YC,E-L-1,4
559,CUN-90044-279,2021-01-29,86646-65810-TD,L-D-0.2,4
560,ICC-73030-502,2022-04-16,59480-02795-IU,A-L-1,3
561,ADP-04506-084,2021-07-24,61809-87758-LJ,E-M-2.5,6
562,PNU-22150-408,2019-08-11,77408-43873-RS,A-D-0.2,6
563,VSQ-07182-513,2019-07-23,18366-65239-WF,L-L-0.2,6
564,SPF-31673-217,2020-06-09,19485-98072-PS,E-M-1,6
565,NEX-63825-598,2020-02-22,72072-33025-SD,R-L-0.5,2
566,XPG-66112-335,2020-07-19,58118-22461-GC,R-D-2.5,4
567,NSQ-72210-345,2021-09-20,90940-63327-DJ,A-M-0.2,6
568,XRR-28376-277,2021-05-02,64481-42546-II,R-L-2.5,6
569,WHQ-25197-475,2021-11-26,27536-28463-NJ,L-L-0.2,4
570,HMB-30634-745,2020-02-18,19485-98072-PS,A-D-2.5,6
571,XTL-68000-371,2020-04-07,70140-82812-KD,A-M-0.5,4
572,YES-51109-625,2022-01-31,91895-55605-LS,E-L-0.5,4
573,EAY-89850-211,2019-02-19,43155-71724-XP,A-D-0.2,2
574,IOQ-84840-827,2019-11-12,32038-81174-JF,A-M-1,6
575,FBD-56220-430,2022-05-16,59205-20324-NB,R-L-0.2,6
576,COV-52659-202,2021-02-12,99899-54612-NX,L-M-2.5,2
577,YUO-76652-814,2021-04-04,26248-84194-FI,A-D-0.2,6
578,PBT-36926-102,2021-08-02,19485-98072-PS,L-M-1,4
579,BLV-60087-454,2022-06-08,84493-71314-WX,E-L-0.2,3
580,BLV-60087-454,2022-06-08,84493-71314-WX,A-M-0.5,5
581,QYC-63914-195,2020-05-14,39789-43945-IV,E-L-1,3
582,OIB-77163-890,2020-12-25,38972-89678-ZM,E-L-0.5,5
583,SGS-87525-238,2021-07-05,91465-84526-IJ,E-D-1,5
584,GQR-12490-152,2019-03-14,22832-98538-RB,R-L-0.2,1
585,UOJ-28238-299,2021-03-07,30844-91890-ZA,R-L-0.2,6
586,ETD-58130-674,2021-11-05,05325-97750-WP,E-M-0.5,2
587,UPF-60123-025,2020-02-06,88992-49081-AT,R-L-2.5,3
588,NQS-01613-687,2021-03-12,10204-31464-SA,L-D-0.5,1
589,MGH-36050-573,2020-08-03,75156-80911-YT,R-M-0.5,2
590,UVF-59322-459,2019-07-25,53971-49906-PZ,E-L-2.5,6
591,VET-41158-896,2020-04-29,10728-17633-ST,E-M-2.5,2
592,XYL-52196-459,2019-05-02,13549-65017-VE,R-D-0.2,3
593,BPZ-51283-916,2021-08-29,87688-42420-TO,A-M-2.5,2
594,VQW-91903-926,2020-03-13,05325-97750-WP,E-D-2.5,1
595,OLF-77983-457,2019-02-16,51901-35210-UI,A-L-2.5,2
596,MVI-04946-827,2021-11-27,62483-50867-OM,E-L-1,1
597,UOG-94188-104,2021-11-23,92753-50029-SD,A-M-0.5,5
598,DSN-15872-519,2021-12-02,53809-98498-SN,L-L-2.5,4
599,OUQ-73954-002,2019-01-06,66308-13503-KD,R-M-0.2,4
600,LGL-16843-667,2021-05-05,82458-87830-JE,A-D-0.2,4
601,TCC-89722-031,2021-10-23,41611-34336-WT,L-D-0.5,1
602,TRA-79507-007,2019-12-16,70089-27418-UJ,R-L-2.5,4
603,MZJ-77284-941,2019-05-18,99978-56910-BN,E-L-0.2,5
604,AXN-57779-891,2019-07-14,09668-23340-IC,R-M-0.2,3
605,PJB-15659-994,2020-11-13,39457-62611-YK,L-D-2.5,4
606,LTS-03470-353,2020-07-16,90985-89807-RW,A-L-2.5,5
607,UMM-28497-689,2020-11-03,05325-97750-WP,L-L-2.5,3
608,MJZ-93232-402,2022-03-20,17816-67941-ZS,E-D-0.2,1
609,UHW-74617-126,2022-02-16,90816-65619-LM,E-D-2.5,2
610,RIK-61730-794,2020-11-12,69761-61146-KD,L-M-0.2,6
611,IDJ-55379-750,2019-10-05,24040-20817-QB,R-M-1,4
612,OHX-11953-965,2019-10-01,19524-21432-XP,E-L-2.5,2
613,TVV-42245-088,2020-03-06,14398-43114-RV,A-M-0.2,4
614,DYP-74337-787,2019-10-23,41486-52502-QQ,R-M-0.5,1
615,OKA-93124-100,2020-04-23,05325-97750-WP,R-M-0.5,5
616,IXW-20780-268,2020-06-24,20236-64364-QL,L-L-2.5,2
617,NGG-24006-937,2021-03-16,29102-40100-TZ,E-M-2.5,4
618,JZC-31180-557,2020-04-07,09171-42203-EB,L-M-2.5,1
619,ZMU-63715-204,2021-09-30,29060-75856-UI,E-D-1,6
620,GND-08192-056,2022-05-01,17088-16989-PL,L-D-0.5,2
621,RYY-38961-093,2021-01-21,14756-18321-CL,A-M-0.2,6
622,CVA-64996-969,2020-06-24,13324-78688-MI,A-L-1,6
623,XTH-67276-442,2019-03-03,73799-04749-BM,L-M-2.5,4
624,PVU-02950-470,2021-01-28,01927-46702-YT,E-D-1,1
625,XSN-26809-910,2020-06-28,80467-17137-TO,E-M-2.5,2
626,UDN-88321-005,2020-07-05,14640-87215-BK,R-L-0.5,5
627,EXP-21628-670,2019-03-02,94447-35885-HK,A-M-2.5,3
628,VGM-24161-361,2022-05-01,71034-49694-CS,E-M-2.5,2
629,PKN-19556-918,2022-04-29,00445-42781-KX,E-L-0.2,6
630,PKN-19556-918,2022-04-29,00445-42781-KX,L-D-0.5,4
631,PKN-19556-918,2022-04-29,00445-42781-KX,A-D-0.2,1
632,PKN-19556-918,2022-04-29,00445-42781-KX,R-D-2.5,5
633,DXQ-44537-297,2020-08-06,96116-24737-LV,E-L-0.5,4
634,BPC-54727-307,2019-12-21,18684-73088-YL,R-L-1,4
635,KSH-47717-456,2020-04-19,74671-55639-TU,L-M-1,3
636,ANK-59436-446,2022-01-17,17488-65879-XL,E-L-0.5,4
637,AYY-83051-752,2019-01-22,46431-09298-OU,L-L-1,6
638,CSW-59644-267,2020-02-28,60378-26473-FE,E-M-2.5,1
639,ITY-92466-909,2019-08-07,34927-68586-ZV,A-M-2.5,3
640,IGW-04801-466,2021-05-15,29051-27555-GD,L-D-0.2,1
641,LJN-34281-921,2021-12-17,52143-35672-JF,R-L-2.5,5
642,BWZ-46364-547,2021-09-09,64918-67725-MN,R-L-1,3
643,SBC-95710-706,2020-02-19,85634-61759-ND,E-M-0.2,2
644,WRN-55114-031,2020-06-29,40180-22940-QB,E-L-2.5,3
645,TZU-64255-831,2022-05-13,34666-76738-SQ,R-D-2.5,2
646,JVF-91003-729,2020-10-02,98536-88616-FF,A-D-2.5,3
647,MVB-22135-665,2021-12-02,55621-06130-SA,A-D-1,1
648,CKS-47815-571,2021-11-02,45666-86771-EH,L-L-0.5,3
649,OAW-17338-101,2020-02-23,52143-35672-JF,R-D-0.2,6
650,ALP-37623-536,2020-07-03,24689-69376-XX,L-L-1,6
651,WMU-87639-108,2019-02-11,71891-51101-VQ,R-D-0.5,1
652,USN-44968-231,2020-09-10,71749-05400-CN,R-L-1,4
653,YZG-20575-451,2020-03-02,64845-00270-NO,L-L-1,4
654,HTH-52867-812,2021-06-28,29851-36402-UX,A-M-2.5,4
655,FWU-44971-444,2019-01-11,12190-25421-WM,A-D-2.5,3
656,EQI-82205-066,2019-09-20,52316-30571-GD,R-M-2.5,2
657,NAR-00747-074,2021-10-16,23243-92649-RY,L-D-1,4
658,JYR-22052-185,2020-01-01,39528-19971-OR,A-M-0.5,2
659,XKO-54097-932,2022-03-10,32743-78448-KT,E-M-0.5,3
660,HXA-72415-025,2022-05-12,93417-12322-YB,A-D-2.5,2
661,MJF-20065-335,2020-09-10,56891-86662-UY,E-L-0.5,6
662,GFI-83300-059,2021-10-16,40414-26467-VE,A-M-0.2,6
663,WJR-51493-682,2021-06-17,87858-83734-RK,L-D-2.5,5
664,SHP-55648-472,2019-03-30,46818-20198-GB,A-M-1,6
665,HYR-03455-684,2021-12-19,29808-89098-XD,E-D-1,6
666,HYR-03455-684,2021-12-19,29808-89098-XD,L-D-0.2,2
667,HUG-52766-375,2020-06-05,78786-77449-RQ,A-D-2.5,4
668,DAH-46595-917,2021-09-12,27878-42224-QF,A-D-1,6
669,VEM-79839-466,2022-03-16,32743-78448-KT,R-L-2.5,5
670,OWH-11126-533,2021-12-21,25331-13794-SB,L-M-2.5,2
671,UMT-26130-151,2019-05-21,55864-37682-GQ,L-M-0.2,3
672,JKA-27899-806,2021-10-26,97005-25609-CQ,R-L-1,5
673,ULU-07744-724,2020-03-26,94058-95794-IJ,L-M-0.5,5
674,NOM-56457-507,2020-10-14,40214-03678-GU,E-M-1,6
675,NZN-71683-705,2021-12-13,04921-85445-SL,A-L-2.5,6
676,WMA-34232-850,2021-03-08,53386-94266-LJ,L-D-2.5,4
677,EZL-27919-704,2021-01-21,49480-85909-DG,L-L-0.5,5
678,ZYU-11345-774,2021-01-10,18293-78136-MN,L-M-0.5,5
679,CPW-34587-459,2021-03-26,84641-67384-TD,A-L-2.5,6
680,NQZ-82067-394,2022-03-25,72320-29738-EB,R-L-2.5,1
681,JBW-95055-851,2021-07-22,47355-97488-XS,A-M-1,5
682,AHY-20324-088,2020-09-06,63499-24884-PP,L-L-0.2,2
683,ZSL-66684-103,2019-12-28,39193-51770-FM,E-M-0.2,2
684,WNE-73911-475,2020-04-20,61323-91967-GG,L-D-0.5,6
685,EZB-68383-559,2019-02-21,90123-01967-KS,R-L-1,6
686,OVO-01283-090,2022-03-17,15958-25089-OS,L-L-2.5,2
687,TXH-78646-919,2021-05-14,98430-37820-UV,R-D-0.2,3
688,CYZ-37122-164,2019-01-06,21798-04171-XC,E-M-0.5,2
689,AGQ-06534-750,2019-04-24,52798-46508-HP,A-L-1,5
690,QVL-32245-818,2021-05-30,46478-42970-EM,A-M-0.5,5
691,LTD-96842-834,2022-07-12,00246-15080-LE,L-D-2.5,6
692,SEC-91807-425,2021-01-31,94091-86957-HX,A-M-1,2
693,MHM-44857-599,2019-09-12,26295-44907-DK,L-D-1,1
694,KGC-95046-911,2020-06-30,95351-96177-QV,A-M-2.5,2
695,RZC-75150-413,2020-03-25,92204-96636-BS,E-D-0.5,5
696,EYH-88288-452,2021-04-14,03010-30348-UA,L-L-2.5,5
697,NYQ-24237-772,2019-08-16,13441-34686-SW,L-D-0.5,4
698,WKB-21680-566,2021-12-17,96612-41722-VJ,A-M-0.5,3
699,THE-61147-027,2019-12-31,94091-86957-HX,L-D-1,2
700,PTY-86420-119,2021-04-12,25504-41681-WA,A-D-0.5,4
701,QHL-27188-431,2019-09-28,75443-07820-DZ,L-L-0.5,2
702,MIS-54381-047,2022-06-15,39276-95489-XV,A-D-0.5,5
703,TBB-29780-459,2019-07-15,61437-83623-PZ,A-L-0.5,1
704,QLC-52637-305,2019-02-10,34317-87258-HQ,L-D-2.5,4
705,CWT-27056-328,2022-06-04,18570-80998-ZS,E-D-0.2,6
706,ASS-05878-128,2020-10-10,66580-33745-OQ,E-L-0.5,2
707,EGK-03027-418,2021-06-06,19820-29285-FD,E-M-0.2,3
708,KCY-61732-849,2019-03-16,11349-55147-SN,L-D-1,2
709,BLI-21697-702,2019-12-05,21141-12455-VB,A-M-0.5,2
710,KFJ-46568-890,2019-01-20,71003-85639-HB,E-L-0.5,2
711,SOK-43535-680,2022-04-04,58443-95866-YO,E-M-0.5,3
712,XUE-87260-201,2022-02-08,89646-21249-OH,R-M-0.2,6
713,CZF-40873-691,2019-06-30,64988-20636-XQ,E-M-0.5,2
714,AIA-98989-755,2020-05-09,34704-83143-KS,R-M-0.2,1
715,ITZ-21793-986,2021-06-11,67388-17544-XX,E-D-0.2,4
716,YOK-93322-608,2021-11-04,69411-48470-ID,E-L-1,6
717,LXK-00634-611,2022-02-20,94091-86957-HX,R-L-1,3
718,CQW-37388-302,2019-07-03,97741-98924-KT,A-D-2.5,3
719,SPA-79365-334,2021-06-01,79857-78167-KO,L-D-1,3
720,VPX-08817-517,2020-11-15,46963-10322-ZA,L-L-1,5
721,PBP-87115-410,2021-01-19,93812-74772-MV,E-D-0.5,5
722,SFB-93752-440,2021-10-10,48203-23480-UB,R-M-0.2,3
723,TBU-65158-068,2022-02-28,60357-65386-RD,E-D-1,2
724,TEH-08414-216,2021-10-01,35099-13971-JI,E-M-2.5,2
725,MAY-77231-536,2020-09-02,01304-59807-OB,A-M-0.2,2
726,ATY-28980-884,2020-07-31,50705-17295-NK,A-L-0.2,6
727,SWP-88281-918,2022-01-10,77657-61366-FY,L-L-2.5,4
728,VCE-56531-986,2021-03-09,57192-13428-PL,R-M-0.5,5
729,FVV-75700-005,2020-11-20,24891-77957-LU,E-D-0.5,3
730,CFZ-53492-600,2022-03-14,64896-18468-BT,L-M-0.2,1
731,LDK-71031-121,2019-01-10,84761-40784-SV,L-L-2.5,1
732,EBA-82404-343,2021-01-26,20236-42322-CM,L-D-0.2,4
733,USA-42811-560,2021-04-26,49671-11547-WG,E-L-0.2,2
734,SNL-83703-516,2022-01-04,57976-33535-WK,L-M-2.5,3
735,SUZ-83036-175,2019-08-20,55915-19477-MK,R-D-0.2,5
736,RGM-01187-513,2022-07-15,28121-11641-UA,E-D-0.2,6
737,CZG-01299-952,2019-02-12,09540-70637-EV,L-D-1,2
738,KLD-88731-484,2021-09-08,17775-77072-PP,A-M-1,5
739,BQK-38412-229,2019-12-13,90392-73338-BC,R-L-0.2,3
740,TCX-76953-071,2021-08-25,94091-86957-HX,E-D-0.2,5
741,LIN-88046-551,2022-03-23,10725-45724-CO,R-L-0.5,4
742,PMV-54491-220,2019-04-11,87242-18006-IR,L-M-0.2,2
743,SKA-73676-005,2020-10-29,36572-91896-PP,L-M-1,4
744,TKH-62197-239,2020-07-30,25181-97933-UX,A-D-0.5,3
745,YXF-57218-272,2019-03-15,55374-03175-IA,R-M-0.2,6
746,PKJ-30083-501,2021-12-27,76948-43532-JS,E-D-0.5,2
747,WTT-91832-645,2019-10-03,24344-88599-PP,A-M-1,3
748,TRZ-94735-865,2019-02-05,54462-58311-YF,L-M-0.5,4
749,UDB-09651-780,2020-08-31,90767-92589-LV,E-D-0.5,2
750,EHJ-82097-549,2021-01-13,27517-43747-YD,R-D-0.2,2
751,ZFR-79447-696,2021-03-22,77828-66867-KH,R-M-0.5,1
752,NUU-03893-975,2020-01-17,41054-59693-XE,L-L-0.5,2
753,GVG-59542-307,2019-07-02,26314-66792-VP,E-M-1,2
754,YLY-35287-172,2022-05-23,69410-04668-MA,A-D-0.5,5
755,DCI-96254-548,2022-06-14,94091-86957-HX,A-D-0.2,6
756,KHZ-26264-253,2021-07-20,24972-55878-KX,L-L-0.2,6
757,AAQ-13644-699,2022-06-03,46296-42617-OQ,R-D-1,4
